Product,Name,Type_HS2,Group_Section,first_target_ECI,growth_at_target,RCA_2022,RelativeRelatedness,PCI_2032,Effort,Added_volume_USD
3207,Prepared Pigments,"Paints, dyes, & varnishes",Chemical Products,1.783,3.023,0.392,0.146,0.799,0.968,158230940.433024
8510,Hair Trimmers,Electrical machinery and electronics,Machines,1.783,3.023,0.313,0.207,0.738,1.089,190583721.08539006
8447,Knitting Machines,"Machinery, mechanical appliances, & parts",Machines,1.783,3.023,0.323,-0.157,0.731,1.094,88578296.94333209
8476,Vending Machines,"Machinery, mechanical appliances, & parts",Machines,1.783,3.023,0.307,0.077,0.772,1.105,60418640.319116294
3913,Natural Polymers,Plastics & articles thereof,Plastics and Rubbers,1.783,3.023,0.331,-1.299,0.795,1.146,120566056.23713274
3215,Ink,"Paints, dyes, & varnishes",Chemical Products,1.783,3.023,0.223,0.745,0.88,1.204,478866412.8513792
8442,Print Production Machinery,"Machinery, mechanical appliances, & parts",Machines,1.783,3.023,0.235,0.264,0.834,1.212,50706591.908583894
3006,Special Pharmaceuticals,Pharmaceutical products,Chemical Products,1.783,3.023,0.198,-0.127,0.875,1.296,634336597.674017
7006,Glass with Edge Workings,Glass & glassware,Stone And Glass,1.783,3.023,0.084,2.742,0.875,1.324,114760430.52369456
6906,Ceramic Pipes,Ceramic products,Stone And Glass,1.783,3.023,0.185,-0.766,0.908,1.355,5003490.899375979
6806,Rock Wool,"Stone, plaster, cement, asbestos, mica.",Stone And Glass,1.783,3.023,0.167,-0.431,0.806,1.366,214883731.04085252
8446,Looms,"Machinery, mechanical appliances, & parts",Machines,1.783,3.023,0.166,-0.477,0.819,1.37,85196673.46199118
7302,Iron Railway Products,Iron/Steel Articles,Metals,1.783,3.023,0.187,-1.16,0.942,1.376,151817621.24411395
3001,Glands and Other Organs,Pharmaceutical products,Chemical Products,1.783,3.023,0.168,-1.236,0.895,1.412,241519342.50412235
4905,Maps,"Books, newspapers, & other prints",Paper Goods,1.783,3.023,0.126,-0.47,0.854,1.438,6983833.5185901355
8438,Industrial Food Preperation Machinery,"Machinery, mechanical appliances, & parts",Machines,1.783,3.023,0.143,-0.999,0.873,1.442,634295559.2767518
8519,Sound Recording Equipment,Electrical machinery and electronics,Machines,1.783,3.023,0.092,0.39,0.811,1.447,87173208.68718924
4901,Brochures,"Books, newspapers, & other prints",Paper Goods,1.783,3.023,0.097,-0.294,0.808,1.479,687142757.4662501
6603,Umbrella and Walking Stick Accessories,"Umbrellas, walking sticks, & whips",Footwear and Headwear,1.783,3.023,0.104,-0.513,0.85,1.48,19595783.843452487
6815,Other Stone Articles,"Stone, plaster, cement, asbestos, mica.",Stone And Glass,1.783,3.023,0.068,0.476,0.957,1.484,372417968.60571754
5909,Hose Piping Textiles,"Coated, covered, & laminated fabrics for industrial use",Textiles,1.783,3.023,0.11,-0.83,0.883,1.488,17032030.072573043
2941,Antibiotics,Organic chemicals,Chemical Products,1.783,3.023,0.08,-0.014,0.946,1.491,507580402.0859121
3004,Packaged Medicaments,Pharmaceutical products,Chemical Products,1.783,3.023,0.074,-0.107,0.948,1.508,19088263793.84243
2915,Saturated Acyclic Monocarboxylic Acids,Organic chemicals,Chemical Products,1.783,3.023,0.061,0.11,0.945,1.517,725988501.6507379
2823,Titanium Oxides,Inorganic chemicals,Chemical Products,1.783,3.023,0.035,0.808,0.843,1.522,39211864.50694039
8434,Dairy Machinery,"Machinery, mechanical appliances, & parts",Machines,1.783,3.023,0.084,-0.736,0.838,1.529,100096801.84894586
4810,Kaolin Coated Paper,Paper articles,Paper Goods,1.783,3.023,0.071,-0.724,0.916,1.552,1282049679.3776157
9704,Revenue Stamps,Art & antiques,Arts and Antiques,1.783,3.023,0.08,-1.097,0.837,1.559,5473288.447595562
3801,Artificial Graphite,Chemical products n.e.s.,Chemical Products,1.783,3.023,0.024,0.133,0.895,1.583,146116559.89916027
2816,Magnesium Hydroxide and Peroxide,Inorganic chemicals,Chemical Products,1.783,3.023,0.016,-0.172,0.871,1.618,12336228.920683302
4701,Mechanical Wood Pulp,Wood pulp & paper scrap,Paper Goods,1.783,3.023,0.095,-2.726,0.858,1.635,18269646.968316123
6814,Processed Mica,"Stone, plaster, cement, asbestos, mica.",Stone And Glass,1.783,3.023,0.021,-0.74,0.918,1.643,15260557.93814497
8607,Locomotive Parts,Railway and trams,Transportation,1.783,3.023,0.009,-0.453,0.931,1.648,611319496.8593643
3703,Photographic Paper,Photo & movie goods,Chemical Products,1.783,3.023,0.066,-2.19,0.954,1.652,23783950.497891024
8449,Felt Machinery,"Machinery, mechanical appliances, & parts",Machines,1.783,3.023,0.015,-1.01,0.992,1.672,70926950.72544284
3804,Wood Pulp Lyes,Chemical products n.e.s.,Chemical Products,1.783,3.023,0.045,-2.015,0.919,1.68,24655306.881033543
9304,"Spring, Air, and Gas Guns",Weapons,Weapons,1.783,3.023,0.011,-1.058,0.844,1.682,43803849.330523364
8601,Electric Locomotives,Railway and trams,Transportation,1.783,3.023,0.0,-0.95,1.029,1.695,60960952.751242384
1501,Pig and Poultry Fat,"Animal or vegetable fats, oils, & waxes",Animal and Vegetable Bi-Products,1.783,3.023,0.002,-1.194,0.876,1.706,44491745.64213004
7218,Stainless Steel Ingots,Iron & steel,Metals,1.783,3.023,0.02,-2.186,1.069,1.737,206912514.39633998
8401,Nuclear Reactors,"Machinery, mechanical appliances, & parts",Machines,1.783,3.023,0.003,-1.897,1.008,1.75,169779050.30960208
9702,Prints,Art & antiques,Arts and Antiques,1.783,3.023,0.008,-2.271,0.943,1.766,26301569.89673841
3816,Refractory Cements,Chemical products n.e.s.,Chemical Products,1.786,3.026,0.376,-0.564,0.725,1.034,91668136.2998382
5907,Coated Textile Fabric,"Coated, covered, & laminated fabrics for industrial use",Textiles,1.786,3.026,0.344,-1.07,0.724,1.113,34254975.89087549
8304,Filing Cabinets,Miscellaneous metal products,Metals,1.786,3.026,0.364,-1.799,0.714,1.123,11941743.76383312
9103,Clocks with Watch Movements,"Clocks, watches, & parts",Instruments,1.786,3.026,0.229,-0.177,0.763,1.247,3491039.061138124
