iso3,Year,Population
TCD,2005,10328092.0
TGO,2005,5844631.0
THA,2005,66017420.0
TJK,2005,6924720.0
TKM,2005,5052257.0
TUN,2005,10255472.0
TUR,2005,69329557.0
TZA,2005,39182076.0
UGA,2005,27963289.0
UKR,2005,47585556.0
URY,2005,3285771.0
USA,2005,295516599.0
UZB,2005,26356975.0
VEN,2005,26785804.0
VNM,2005,81088313.0
YEM,2005,22790085.0
ZAF,2005,49490033.0
ZMB,2005,11718819.0
ZWE,2005,12483432.0
AFG,2006,25424094.0
AGO,2006,20015279.0
ALB,2006,2992547.0
ARE,2006,5009100.0
ARG,2006,39622115.0
ARM,2006,3127100.0
AUS,2006,20450966.0
AUT,2006,8268641.0
AZE,2006,8484550.0
BEL,2006,10547958.0
BEN,2006,8693242.0
BFA,2006,14373707.0
BGD,2006,146405973.0
BGR,2006,7601022.0
BIH,2006,4063272.0
BLR,2006,9604924.0
BOL,2006,9521689.0
BRA,2006,186653106.0
BWA,2006,1874516.0
CAN,2006,32571193.0
CHE,2006,7483934.0
CHL,2006,16509195.0
CHN,2006,1311020000.0
CIV,2006,20546802.0
CMR,2006,17550407.0
COD,2006,60615908.0
COG,2006,3837409.0
COL,2006,42691084.0
CRI,2006,4321340.0
CUB,2006,11278550.0
CZE,2006,10238905.0
DEU,2006,82376451.0
DNK,2006,5437272.0
DOM,2006,9341183.0
DZA,2006,33623506.0
ECU,2006,14086131.0
EGY,2006,82700403.0
ESP,2006,44397319.0
ETH,2006,80703490.0
FIN,2006,5266268.0
FRA,2006,63622342.0
GAB,2006,1508337.0
GBR,2006,60846820.0
GEO,2006,3880347.0
GHA,2006,23040702.0
GIN,2006,9441171.0
GRC,2006,11020362.0
GTM,2006,13367459.0
HKG,2006,6857100.0
HND,2006,7656832.0
HRV,2006,4311159.0
HUN,2006,10071370.0
IDN,2006,233951652.0
IND,2006,1172878890.0
IRL,2006,4273591.0
IRN,2006,73392747.0
IRQ,2006,28616515.0
ISR,2006,7053700.0
ITA,2006,58399861.0
JAM,2006,2700968.0
JOR,2006,6427371.0
JPN,2006,127854000.0
KAZ,2006,16103716.0
KEN,2006,36904008.0
KGZ,2006,5218373.0
KHM,2006,13639028.0
KOR,2006,48438292.0
KWT,2006,2364733.0
LAO,2006,5963200.0
LBN,2006,4751136.0
LBR,2006,3490787.0
LBY,2006,5980211.0
LKA,2006,20352411.0
LTU,2006,3269909.0
MAR,2006,30771178.0
MDA,2006,2880967.0
MDG,2006,19730909.0
MEX,2006,107253666.0
MKD,2006,1994287.0
MLI,2006,13990139.0
MMR,2006,47785135.0
MNG,2006,2567168.0
MOZ,2006,20787087.0
MRT,2006,3013660.0
MWI,2006,13198701.0
MYS,2006,26417909.0
NAM,2006,1991888.0
NER,2006,14268581.0
NGA,2006,149077334.0
NIC,2006,5418855.0
NLD,2006,16346101.0
NOR,2006,4660677.0
NZL,2006,4184600.0
OMN,2006,2514795.0
PAK,2006,179682690.0
PAN,2006,3375024.0
PER,2006,28324491.0
PHL,2006,89508986.0
PNG,2006,6747720.0
POL,2006,38141267.0
PRK,2006,24524507.0
PRT,2006,10522288.0
PRY,2006,5505148.0
QAT,2006,972831.0
ROU,2006,21193760.0
RUS,2006,143049637.0
SAU,2006,21459144.0
SDN,2006,31992435.0
SEN,2006,11500094.0
SGP,2006,4401365.0
SLE,2006,5624466.0
SLV,2006,6002319.0
SRB,2006,7411569.0
SSD,2006,7976526.0
SVK,2006,5373054.0
SVN,2006,2006868.0
SWE,2006,9080505.0
SYR,2006,19637022.0
TCD,2006,10706424.0
TGO,2006,6010668.0
THA,2006,66567687.0
TJK,2006,7057566.0
TKM,2006,5147105.0
TUN,2006,10346410.0
TUR,2006,70045349.0
TZA,2006,40294902.0
UGA,2006,28794003.0
UKR,2006,47278694.0
URY,2006,3289506.0
USA,2006,298379912.0
UZB,2006,26699043.0
VEN,2006,27224686.0
VNM,2006,82167897.0
YEM,2006,23543083.0
ZAF,2006,49998277.0
ZMB,2006,12129553.0
ZWE,2006,12636445.0
AFG,2007,25909852.0
AGO,2007,20778561.0
ALB,2007,2970017.0
ARE,2007,5624635.0
ARG,2007,40016763.0
ARM,2007,3107400.0
AUS,2007,20827622.0
AUT,2007,8295487.0
AZE,2007,8581300.0
BEL,2007,10625700.0
BEN,2007,8953969.0
BFA,2007,14816307.0
BGD,2007,147989278.0
BGR,2007,7545338.0
BIH,2007,4013424.0
BLR,2007,9560953.0
BOL,2007,9685960.0
BRA,2007,188552320.0
BWA,2007,1911201.0
CAN,2007,32888886.0
CHE,2007,7551117.0
CHL,2007,16671581.0
CHN,2007,1317885000.0
CIV,2007,21030558.0
CMR,2007,18049896.0
COD,2007,62477752.0
COG,2007,3980430.0
COL,2007,43235374.0
CRI,2007,4380248.0
CUB,2007,11287272.0
CZE,2007,10298828.0
DEU,2007,82266372.0
DNK,2007,5461438.0
DOM,2007,9455658.0
DZA,2007,34189416.0
ECU,2007,14328773.0
EGY,2007,84276225.0
ESP,2007,45226803.0
ETH,2007,83103217.0
FIN,2007,5288720.0
FRA,2007,64016890.0
GAB,2007,1556237.0
GBR,2007,61322463.0
GEO,2007,3860158.0
GHA,2007,23642279.0
GIN,2007,9662281.0
GRC,2007,11048473.0
GTM,2007,13652040.0
HKG,2007,6916300.0
HND,2007,7834798.0
HRV,2007,4310217.0
HUN,2007,10055780.0
IDN,2007,237062337.0
IND,2007,1190676021.0
IRL,2007,4398942.0
IRN,2007,74602648.0
IRQ,2007,28391607.0
ISR,2007,7180100.0
ITA,2007,58756247.0
JAM,2007,2713800.0
JOR,2007,6827227.0
JPN,2007,128001000.0
KAZ,2007,16257214.0
KEN,2007,38036349.0
KGZ,2007,5268385.0
KHM,2007,13841770.0
KOR,2007,48683638.0
KWT,2007,2507887.0
LAO,2007,6056236.0
LBN,2007,4844118.0
LBR,2007,3669050.0
LBY,2007,6104380.0
LKA,2007,20492545.0
LTU,2007,3231294.0
MAR,2007,31186468.0
MDA,2007,2874299.0
MDG,2007,20318583.0
MEX,2007,108774360.0
MKD,2007,1982933.0
MLI,2007,14457775.0
MMR,2007,48125043.0
MNG,2007,2601850.0
MOZ,2007,21287635.0
MRT,2007,3093059.0
MWI,2007,13576343.0
MYS,2007,26998389.0
NAM,2007,2018600.0
NER,2007,14803610.0
NGA,2007,153267261.0
NIC,2007,5497243.0
NLD,2007,16381696.0
NOR,2007,4709153.0
NZL,2007,4223800.0
OMN,2007,2570174.0
PAK,2007,184493231.0
PAN,2007,3437490.0
PER,2007,28530699.0
PHL,2007,91075184.0
PNG,2007,6963345.0
POL,2007,38120560.0
PRK,2007,24646383.0
PRT,2007,10542964.0
PRY,2007,5559386.0
QAT,2007,1208595.0
ROU,2007,20882982.0
RUS,2007,142805114.0
SAU,2007,22368313.0
SDN,2007,32764135.0
SEN,2007,11770344.0
SGP,2007,4588599.0
SLE,2007,5749352.0
SLV,2007,6009824.0
SRB,2007,7381579.0
SSD,2007,8388788.0
SVK,2007,5374622.0
SVN,2007,2018122.0
SWE,2007,9148092.0
SYR,2007,20884125.0
TCD,2007,11081660.0
TGO,2007,6188344.0
THA,2007,67102394.0
TJK,2007,7194477.0
TKM,2007,5244046.0
TUN,2007,10441702.0
TUR,2007,70158112.0
TZA,2007,41435512.0
UGA,2007,29653430.0
UKR,2007,47062798.0
URY,2007,3295153.0
USA,2007,301231207.0
UZB,2007,27076008.0
VEN,2007,27649363.0
VNM,2007,83633375.0
YEM,2007,24318082.0
ZAF,2007,50528584.0
ZMB,2007,12565085.0
ZWE,2007,12804058.0
AFG,2008,26482622.0
AGO,2008,21578655.0
ALB,2008,2947314.0
ARE,2008,6302664.0
ARG,2008,40424148.0
ARM,2008,3087100.0
AUS,2008,21249199.0
AUT,2008,8321496.0
AZE,2008,8763400.0
BEL,2008,10709973.0
BEN,2008,9228466.0
BFA,2008,15258093.0
BGD,2008,149474264.0
BGR,2008,7492561.0
BIH,2008,3947544.0
BLR,2008,9527985.0
BOL,2008,9850858.0
BRA,2008,190367302.0
BWA,2008,1949970.0
CAN,2008,33247298.0
CHE,2008,7647675.0
CHL,2008,16838988.0
CHN,2008,1324655000.0
CIV,2008,21514439.0
CMR,2008,18574056.0
COD,2008,64390664.0
COG,2008,4113517.0
COL,2008,43758808.0
CRI,2008,4440056.0
CUB,2008,11291762.0
CZE,2008,10384603.0
DEU,2008,82110097.0
DNK,2008,5493621.0
DOM,2008,9573130.0
DZA,2008,34816961.0
ECU,2008,14575202.0
EGY,2008,85864789.0
ESP,2008,45954106.0
ETH,2008,85543668.0
FIN,2008,5313399.0
FRA,2008,64375116.0
GAB,2008,1607175.0
GBR,2008,61806995.0
GEO,2008,3848449.0
GHA,2008,24249946.0
GIN,2008,9898870.0
GRC,2008,11077841.0
GTM,2008,13935174.0
HKG,2008,6957800.0
HND,2008,8012587.0
HRV,2008,4309705.0
HUN,2008,10038188.0
IDN,2008,240157903.0
IND,2008,1207930964.0
IRL,2008,4489544.0
IRN,2008,75514204.0
IRQ,2008,28971036.0
ISR,2008,7308800.0
ITA,2008,59211181.0
JAM,2008,2725635.0
JOR,2008,6989866.0
JPN,2008,128063000.0
KAZ,2008,16426525.0
KEN,2008,39206351.0
KGZ,2008,5318729.0
KHM,2008,14053479.0
KOR,2008,49054708.0
KWT,2008,2651421.0
LAO,2008,6148969.0
LBN,2008,4925354.0
LBR,2008,3821003.0
LBY,2008,6235430.0
LKA,2008,20629378.0
LTU,2008,3198231.0
MAR,2008,31606767.0
MDA,2008,2868833.0
MDG,2008,20923840.0
MEX,2008,110374288.0
MKD,2008,1971493.0
MLI,2008,14940782.0
MMR,2008,48390793.0
MNG,2008,2643201.0
MOZ,2008,21819036.0
MRT,2008,3183269.0
MWI,2008,13976417.0
MYS,2008,27570059.0
NAM,2008,2047056.0
NER,2008,15361915.0
NGA,2008,157595014.0
NIC,2008,5576593.0
NLD,2008,16445593.0
NOR,2008,4768212.0
NZL,2008,4259800.0
OMN,2008,2626529.0
PAK,2008,189499113.0
PAN,2008,3500648.0
PER,2008,28719041.0
PHL,2008,92699095.0
PNG,2008,7183002.0
POL,2008,38125759.0
PRK,2008,24764618.0
PRT,2008,10558177.0
PRY,2008,5613574.0
QAT,2008,1426938.0
ROU,2008,20537875.0
RUS,2008,142742366.0
SAU,2008,23287877.0
SDN,2008,33623980.0
SEN,2008,12048959.0
SGP,2008,4839396.0
SLE,2008,5894722.0
SLV,2008,6029297.0
SRB,2008,7350222.0
SSD,2008,8817647.0
SVK,2008,5379233.0
SVN,2008,2021316.0
SWE,2008,9219637.0
SYR,2008,21636564.0
TCD,2008,11476296.0
TGO,2008,6368812.0
THA,2008,67619830.0
TJK,2008,7338403.0
TKM,2008,5345029.0
TUN,2008,10542635.0
TUR,2008,71051678.0
TZA,2008,42570728.0
UGA,2008,30539553.0
UKR,2008,46819175.0
URY,2008,3302177.0
USA,2008,304093966.0
UZB,2008,27494774.0
VEN,2008,28053696.0
VNM,2008,85175788.0
YEM,2008,25111941.0
ZAF,2008,51114599.0
ZMB,2008,13021324.0
ZWE,2008,12959149.0
AFG,2009,27466101.0
AGO,2009,22414773.0
ALB,2009,2927519.0
ARE,2009,6707058.0
ARG,2009,40854831.0
ARM,2009,3066000.0
AUS,2009,21691653.0
AUT,2009,8343323.0
AZE,2009,8947243.0
BEL,2009,10796493.0
BEN,2009,9509423.0
BFA,2009,15710066.0
BGD,2009,150873714.0
BGR,2009,7444443.0
BIH,2009,3879794.0
BLR,2009,9504583.0
BOL,2009,10016275.0
BRA,2009,192079951.0
BWA,2009,1990673.0
CAN,2009,33630069.0
CHE,2009,7743831.0
CHL,2009,17009731.0
CHN,2009,1331260000.0
CIV,2009,21997940.0
CMR,2009,19113974.0
COD,2009,66412044.0
COG,2009,4281219.0
COL,2009,44271541.0
CRI,2009,4499791.0
CUB,2009,11294719.0
CZE,2009,10443936.0
DEU,2009,81902307.0
DNK,2009,5523095.0
DOM,2009,9695265.0
DZA,2009,35490445.0
ECU,2009,14825954.0
EGY,2009,87501636.0
ESP,2009,46362946.0
ETH,2009,88007636.0
FIN,2009,5338871.0
FRA,2009,64706436.0
GAB,2009,1661556.0
GBR,2009,62276270.0
GEO,2009,3814419.0
GHA,2009,24862664.0
GIN,2009,10143534.0
GRC,2009,11107017.0
GTM,2009,14215611.0
HKG,2009,6972800.0
HND,2009,8189899.0
HRV,2009,4305181.0
HUN,2009,10022650.0
IDN,2009,243220028.0
IND,2009,1225524753.0
IRL,2009,4535375.0
IRN,2009,76457825.0
IRQ,2009,30058206.0
ISR,2009,7485600.0
ITA,2009,59555454.0
JAM,2009,2736995.0
JOR,2009,7141753.0
JPN,2009,128047000.0
KAZ,2009,16619846.0
KEN,2009,40408891.0
KGZ,2009,5389643.0
KHM,2009,14276810.0
KOR,2009,49307835.0
KWT,2009,2795484.0
LAO,2009,6241642.0
LBN,2009,4992287.0
LBR,2009,3943028.0
LBY,2009,6366686.0
LKA,2009,20756435.0
LTU,2009,3162916.0
MAR,2009,32030778.0
MDA,2009,2865213.0
MDG,2009,21547280.0
MEX,2009,111999721.0
MKD,2009,1958782.0
MLI,2009,15435539.0
MMR,2009,48660459.0
MNG,2009,2691115.0
MOZ,2009,22391745.0
MRT,2009,3284448.0
MWI,2009,14395788.0
MYS,2009,28124778.0
NAM,2009,2077394.0
NER,2009,15943675.0
NGA,2009,162049464.0
NIC,2009,5656601.0
NLD,2009,16530388.0
NOR,2009,4828726.0
NZL,2009,4302600.0
OMN,2009,2684659.0
PAK,2009,194376534.0
PAN,2009,3564381.0
PER,2009,28896811.0
PHL,2009,94384250.0
PNG,2009,7406438.0
POL,2009,38151603.0
PRK,2009,24878332.0
PRT,2009,10568247.0
PRY,2009,5671236.0
QAT,2009,1608903.0
ROU,2009,20367487.0
RUS,2009,142785348.0
SAU,2009,24217654.0
SDN,2009,34569113.0
SEN,2009,12337389.0
SGP,2009,4987573.0
SLE,2009,6055646.0
SLV,2009,6048279.0
SRB,2009,7320807.0
SSD,2009,9243556.0
SVK,2009,5386406.0
SVN,2009,2039669.0
SWE,2009,9298515.0
SYR,2009,21976969.0
TCD,2009,11893754.0
TGO,2009,6551865.0
THA,2009,68121080.0
TJK,2009,7490230.0
TKM,2009,5451592.0
TUN,2009,10650681.0
TUR,2009,72039206.0
TZA,2009,43633982.0
UGA,2009,31451151.0
UKR,2009,46623731.0
URY,2009,3310091.0
USA,2009,306771529.0
UZB,2009,27939328.0
VEN,2009,28438298.0
VNM,2009,86460018.0
YEM,2009,25927724.0
ZAF,2009,51728516.0
ZMB,2009,13490389.0
ZWE,2009,13142790.0
AFG,2010,28284089.0
AGO,2010,23294825.0
ALB,2010,2913021.0
ARE,2010,6869838.0
ARG,2010,41288694.0
ARM,2010,3044800.0
AUS,2010,22031750.0
AUT,2010,8363404.0
AZE,2010,9054332.0
BEL,2010,10895586.0
BEN,2010,9797484.0
BFA,2010,16176498.0
BGD,2010,152201981.0
BGR,2010,7395599.0
BIH,2010,3811472.0
BLR,2010,9483836.0
BOL,2010,10182345.0
BRA,2010,193701929.0
BWA,2010,2033111.0
CAN,2010,34005902.0
CHE,2010,7824909.0
CHL,2010,17181464.0
CHN,2010,1337705000.0
CIV,2010,22488065.0
CMR,2010,19668066.0
COD,2010,68563038.0
COG,2010,4462290.0
COL,2010,44777319.0
CRI,2010,4555962.0
CUB,2010,11297409.0
CZE,2010,10474410.0
DEU,2010,81776930.0
DNK,2010,5547683.0
DOM,2010,9820175.0
DZA,2010,36188236.0
ECU,2010,15076695.0
EGY,2010,89196072.0
ESP,2010,46576897.0
ETH,2010,90538514.0
FIN,2010,5363352.0
FRA,2010,65026211.0
GAB,2010,1719879.0
GBR,2010,62766365.0
GEO,2010,3786695.0
GHA,2010,25474995.0
GIN,2010,10396086.0
GRC,2010,11121341.0
GTM,2010,14500112.0
HKG,2010,7024200.0
HND,2010,8365878.0
HRV,2010,4295427.0
HUN,2010,10000023.0
IDN,2010,246305322.0
IND,2010,1243481564.0
IRL,2010,4560155.0
IRN,2010,77420842.0
IRQ,2010,31045366.0
ISR,2010,7623600.0
ITA,2010,59819407.0
JAM,2010,2748568.0
JOR,2010,7297043.0
JPN,2010,128070000.0
KAZ,2010,16836810.0
KEN,2010,41598567.0
KGZ,2010,5467059.0
KHM,2010,14500726.0
KOR,2010,49554112.0
KWT,2010,2943372.0
LAO,2010,6334194.0
LBN,2010,5041288.0
LBR,2010,4058890.0
LBY,2010,6497839.0
LKA,2010,20879089.0
LTU,2010,3097282.0
MAR,2010,32467016.0
MDA,2010,2862354.0
MDG,2010,22183340.0
MEX,2010,113623895.0
MKD,2010,1946298.0
MLI,2010,15945198.0
MMR,2010,49024382.0
MNG,2010,2738622.0
MOZ,2010,22999235.0
MRT,2010,3390965.0
MWI,2010,14826463.0
MYS,2010,28655776.0
NAM,2010,2109811.0
NER,2010,16548835.0
NGA,2010,166642886.0
NIC,2010,5737450.0
NLD,2010,16615394.0
NOR,2010,4889252.0
NZL,2010,4350700.0
OMN,2010,2757446.0
PAK,2010,199239047.0
PAN,2010,3628535.0
PER,2010,29086019.0
PHL,2010,96337125.0
PNG,2010,7633523.0
POL,2010,38042794.0
PRK,2010,24987258.0
PRT,2010,10573100.0
PRY,2010,5737971.0
QAT,2010,1616832.0
ROU,2010,20246871.0
RUS,2010,142849468.0
SAU,2010,23978487.0
SDN,2010,35414399.0
SEN,2010,12635413.0
SGP,2010,5076732.0
SLE,2010,6222714.0
SLV,2010,6068249.0
SRB,2010,7291436.0
SSD,2010,9745953.0
SVK,2010,5391428.0
SVN,2010,2048583.0
SWE,2010,9378126.0
SYR,2010,22482421.0
TCD,2010,12312575.0
TGO,2010,6732590.0
THA,2010,68579447.0
TJK,2010,7652141.0
TKM,2010,5564356.0
TUN,2010,10765980.0
TUR,2010,73142150.0
TZA,2010,44758488.0
UGA,2010,32390802.0
UKR,2010,46456003.0
URY,2010,3318580.0
USA,2010,309378227.0
UZB,2010,28385506.0
VEN,2010,28813101.0
VNM,2010,87455152.0
YEM,2010,26754387.0
ZAF,2010,52344051.0
ZMB,2010,13965594.0
ZWE,2010,13356548.0
AFG,2011,29347708.0
AGO,2011,24218352.0
ALB,2011,2905195.0
ARE,2011,7104538.0
ARG,2011,41730660.0
ARM,2011,3027900.0
AUS,2011,22340024.0
AUT,2011,8391643.0
AZE,2011,9173082.0
BEL,2011,11038264.0
BEN,2011,10093623.0
BFA,2011,16661908.0
BGD,2011,153591076.0
BGR,2011,7348328.0
BIH,2011,3741798.0
BLR,2011,9461643.0
BOL,2011,10348929.0
BRA,2011,195284734.0
BWA,2011,2073535.0
CAN,2011,34339221.0
CHE,2011,7912398.0
CHL,2011,17351816.0
CHN,2011,1345035000.0
CIV,2011,22982000.0
CMR,2011,20232304.0
COD,2011,70849311.0
COG,2011,4609724.0
COL,2011,45259614.0
CRI,2011,4609833.0
CUB,2011,11301571.0
CZE,2011,10496088.0
DEU,2011,80274983.0
DNK,2011,5570572.0
DOM,2011,9945621.0
DZA,2011,36903376.0
ECU,2011,15326227.0
EGY,2011,91093059.0
ESP,2011,46742697.0
ETH,2011,93149970.0
FIN,2011,5388272.0
FRA,2011,65340830.0
GAB,2011,1781985.0
GBR,2011,63258810.0
GEO,2011,3756441.0
GHA,2011,26095088.0
GIN,2011,10656810.0
GRC,2011,11104899.0
GTM,2011,14792126.0
HKG,2011,7071600.0
HND,2011,8540583.0
HRV,2011,4280622.0
HUN,2011,9971727.0
IDN,2011,249470032.0
IND,2011,1261224954.0
IRL,2011,4580084.0
IRN,2011,78383598.0
IRQ,2011,32161424.0
ISR,2011,7765800.0
ITA,2011,60026841.0
JAM,2011,2760494.0
JOR,2011,7480424.0
JPN,2011,127833000.0
KAZ,2011,17066002.0
KEN,2011,42758461.0
KGZ,2011,5546587.0
KHM,2011,14722584.0
KOR,2011,49936638.0
KWT,2011,3132814.0
LAO,2011,6426590.0
LBN,2011,5096020.0
LBR,2011,4221178.0
LBY,2011,6343203.0
LKA,2011,21009048.0
LTU,2011,3028115.0
MAR,2011,32912588.0
MDA,2011,2860699.0
MDG,2011,22822300.0
MEX,2011,115243504.0
MKD,2011,1937398.0
MLI,2011,16469049.0
MMR,2011,49419820.0
MNG,2011,2786317.0
MOZ,2011,23649039.0
MRT,2011,3502811.0
MWI,2011,15265022.0
MYS,2011,29162039.0
NAM,2011,2146325.0
NER,2011,17176283.0
NGA,2011,171379598.0
NIC,2011,5819051.0
NLD,2011,16693074.0
NOR,2011,4953088.0
NZL,2011,4384000.0
OMN,2011,3076763.0
PAK,2011,203746065.0
PAN,2011,3693505.0
PER,2011,29304086.0
PHL,2011,98248614.0
PNG,2011,7859346.0
POL,2011,38063255.0
PRK,2011,25097874.0
PRT,2011,10557560.0
PRY,2011,5814626.0
QAT,2011,1624761.0
ROU,2011,20147528.0
RUS,2011,143018195.0
SAU,2011,25091867.0
SDN,2011,36140806.0
SEN,2011,12958897.0
SGP,2011,5183688.0
SLE,2011,6387251.0
SLV,2011,6090127.0
SRB,2011,7236519.0
SSD,2011,10288109.0
SVK,2011,5398384.0
SVN,2011,2052843.0
SWE,2011,9449213.0
SYR,2011,22878098.0
TCD,2011,12754997.0
TGO,2011,6916474.0
THA,2011,69007208.0
TJK,2011,7824785.0
TKM,2011,5683417.0
TUN,2011,10886035.0
TUR,2011,74223629.0
TZA,2011,46029367.0
UGA,2011,33354543.0
UKR,2011,46307853.0
URY,2011,3326825.0
USA,2011,311839461.0
UZB,2011,28823196.0
VEN,2011,29185212.0
VNM,2011,88468314.0
YEM,2011,27582897.0
ZAF,2011,52995205.0
ZMB,2011,14437796.0
ZWE,2011,13595424.0
AFG,2012,30560034.0
AGO,2012,25177394.0
ALB,2012,2860708.0
ARE,2012,7391448.0
ARG,2012,42161721.0
ARM,2012,3024100.0
AUS,2012,22733465.0
AUT,2012,8429991.0
AZE,2012,9295784.0
BEL,2012,11106932.0
BEN,2012,10397657.0
BFA,2012,17172287.0
BGD,2012,155070101.0
BGR,2012,7305888.0
BIH,2012,3670113.0
BLR,2012,9446836.0
BOL,2012,10515807.0
BRA,2012,196876111.0
BWA,2012,2108617.0
CAN,2012,34713395.0
CHE,2012,7996861.0
CHL,2012,17519119.0
CHN,2012,1354190000.0
CIV,2012,23467078.0
CMR,2012,20809529.0
COD,2012,73254618.0
COG,2012,4740450.0
COL,2012,45715810.0
CRI,2012,4663934.0
CUB,2012,11303175.0
CZE,2012,10510785.0
DEU,2012,80425823.0
DNK,2012,5591572.0
DOM,2012,10070411.0
DZA,2012,37646166.0
ECU,2012,15572194.0
EGY,2012,93161001.0
ESP,2012,46773055.0
ETH,2012,95798767.0
FIN,2012,5413971.0
FRA,2012,65657659.0
GAB,2012,1846889.0
GBR,2012,63711000.0
GEO,2012,3728874.0
GHA,2012,26734268.0
GIN,2012,10921581.0
GRC,2012,11045011.0
GTM,2012,15089647.0
HKG,2012,7150100.0
HND,2012,8715076.0
HRV,2012,4260368.0
HUN,2012,9920362.0
IDN,2012,252698525.0
IND,2012,1278674502.0
IRL,2012,4599533.0
IRN,2012,79370580.0
IRQ,2012,33654842.0
ISR,2012,7910500.0
ITA,2012,60191247.0
JAM,2012,2772430.0
JOR,2012,7587127.0
JPN,2012,127629000.0
KAZ,2012,17306106.0
KEN,2012,43888303.0
KGZ,2012,5652076.0
KHM,2012,14945085.0
KOR,2012,50199853.0
KWT,2012,3337109.0
LAO,2012,6518978.0
LBN,2012,5235742.0
LBR,2012,4373043.0
LBY,2012,6179328.0
LKA,2012,21169458.0
LTU,2012,2989139.0
MAR,2012,33355241.0
MDA,2012,2860324.0
MDG,2012,23462438.0
MEX,2012,116818208.0
MKD,2012,1929821.0
MLI,2012,16957033.0
MMR,2012,49837446.0
MNG,2012,2839705.0
MOZ,2012,24337846.0
MRT,2012,3619034.0
MWI,2012,15709577.0
MYS,2012,29662831.0
NAM,2012,2194654.0
NER,2012,17836769.0
NGA,2012,176200625.0
NIC,2012,5901287.0
NLD,2012,16754962.0
NOR,2012,5018573.0
NZL,2012,4408100.0
OMN,2012,3547106.0
PAK,2012,207667125.0
PAN,2012,3759256.0
PER,2012,29550366.0
PHL,2012,100175512.0
PNG,2012,8081390.0
POL,2012,38063164.0
PRK,2012,25211728.0
PRT,2012,10514844.0
PRY,2012,5897008.0
QAT,2012,1722438.0
ROU,2012,20058035.0
RUS,2012,143378447.0
SAU,2012,26168861.0
SDN,2012,36923178.0
SEN,2012,13310495.0
SGP,2012,5312437.0
SLE,2012,6551080.0
SLV,2012,6113975.0
SRB,2012,7201497.0
SSD,2012,10756240.0
SVK,2012,5407579.0
SVN,2012,2057159.0
SWE,2012,9519374.0
SYR,2012,22759763.0
TCD,2012,13210998.0
TGO,2012,7100736.0
THA,2012,69436098.0
TJK,2012,8014084.0
TKM,2012,5808546.0
TUN,2012,11009647.0
TUR,2012,75175827.0
TZA,2012,47374260.0
UGA,2012,34337438.0
UKR,2012,46210056.0
URY,2012,3335401.0
USA,2012,314339099.0
UZB,2012,29261903.0
VEN,2012,29553826.0
VNM,2012,89510356.0
YEM,2012,28433647.0
ZAF,2012,53782567.0
ZMB,2012,14913629.0
ZWE,2012,13817887.0
AFG,2013,31622704.0
AGO,2013,26165620.0
ALB,2013,2816902.0
ARE,2013,7693031.0
ARG,2013,42582455.0
ARM,2013,3022000.0
AUS,2013,23128129.0
AUT,2013,8479823.0
AZE,2013,9416801.0
BEL,2013,11159407.0
BEN,2013,10708834.0
BFA,2013,17695409.0
BGD,2013,156532141.0
BGR,2013,7160005.0
BIH,2013,3610859.0
BLR,2013,9443211.0
BOL,2013,10682608.0
BRA,2013,198478299.0
BWA,2013,2140682.0
CAN,2013,35080992.0
CHE,2013,8089346.0
CHL,2013,17687006.0
CHN,2013,1363240000.0
CIV,2013,23939775.0
CMR,2013,21402376.0
COD,2013,75789395.0
COG,2013,4857099.0
COL,2013,46151584.0
CRI,2013,4716147.0
CUB,2013,11298167.0
CZE,2013,10514272.0
DEU,2013,80645605.0
DNK,2013,5614932.0
DOM,2013,10193833.0
DZA,2013,38414171.0
ECU,2013,15807128.0
EGY,2013,95333553.0
ESP,2013,46604197.0
ETH,2013,98438751.0
FIN,2013,5438972.0
FRA,2013,65997932.0
GAB,2013,1913059.0
GBR,2013,64139000.0
GEO,2013,3717668.0
GHA,2013,27386193.0
GIN,2013,11191873.0
GRC,2013,10965211.0
GTM,2013,15387337.0
HKG,2013,7178900.0
HND,2013,8889278.0
HRV,2013,4233922.0
HUN,2013,9872734.0
IDN,2013,255852467.0
IND,2013,1295829511.0
IRL,2013,4623816.0
IRN,2013,80414686.0
IRQ,2013,35281989.0
ISR,2013,8059500.0
ITA,2013,60311613.0
JAM,2013,2783687.0
JOR,2013,7991809.0
JPN,2013,127445000.0
KAZ,2013,17556502.0
KEN,2013,44986791.0
KGZ,2013,5777150.0
KHM,2013,15170208.0
KOR,2013,50428893.0
KWT,2013,3507844.0
LAO,2013,6611385.0
LBN,2013,5743436.0
LBR,2013,4470239.0
LBY,2013,6304628.0
LKA,2013,20585000.0
LTU,2013,2961250.0
MAR,2013,33787571.0
MDA,2013,2859558.0
MDG,2013,24109290.0
MEX,2013,118343573.0
MKD,2013,1922716.0
MLI,2013,17459615.0
MMR,2013,50262658.0
MNG,2013,2899011.0
MOZ,2013,25051611.0
MRT,2013,3734318.0
MWI,2013,16161816.0
MYS,2013,30174265.0
NAM,2013,2252508.0
NER,2013,18519898.0
NGA,2013,181049443.0
NIC,2013,5983845.0
NLD,2013,16804432.0
NOR,2013,5079623.0
NZL,2013,4442100.0
OMN,2013,3833913.0
PAK,2013,211073978.0
PAN,2013,3825329.0
PER,2013,29817919.0
PHL,2013,102076336.0
PNG,2013,8302698.0
